job_id,job_title,company,location,experience,salary_inr,employment_type,skills
JOB00171,Software Developer,TechNova,Mumbai,3-5 years,1516794,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Deep Learning; Pandas; Docker
JOB00172,Data Analyst,Aster Labs,Remote,3-5 years,1211528,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization
JOB00173,AI/ML Engineer,NextGen Systems,Hyderabad,0-1 years,953202,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git
JOB00174,Cloud Engineer,VisionWorks,Chennai,0-1 years,1727275,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel
JOB00175,Cloud Engineer,DataBridge,Remote,1-3 years,1553974,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Deep Learning; Node.js
JOB00176,Cloud Engineer,NextGen Systems,Bengaluru,0-1 years,1627154,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform
JOB00177,AI/ML Engineer,CloudPeak,Remote,0-1 years,362804,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; Node.js
JOB00178,AI/ML Engineer,DataBridge,Pune,1-3 years,542429,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; CSS; Data Visualization; AWS
JOB00179,Data Analyst,Aster Labs,Remote,3-5 years,1003550,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Networking
JOB00180,Software Developer,CloudPeak,Remote,3-5 years,676274,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA
JOB00181,AI/ML Engineer,VisionWorks,Delhi NCR,1-3 years,920641,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git
JOB00182,Cloud Engineer,InnoByte,Hyderabad,1-3 years,1933230,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; REST API; Node.js; JavaScript
JOB00183,Data Analyst,CodeCraft,Mumbai,0-1 years,812460,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; React; Linux; Azure
JOB00184,Full Stack Developer,NextGen Systems,Hyderabad,1-3 years,1952561,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Excel; Deep Learning
JOB00185,Software Developer,DataBridge,Mumbai,3-5 years,1147352,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; Excel; Docker
JOB00186,Data Analyst,TechNova,Pune,0-1 years,1182718,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization
JOB00187,Software Developer,CodeCraft,Hyderabad,0-1 years,1837927,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; Power BI
JOB00188,Software Developer,Aster Labs,Bengaluru,1-3 years,2094884,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Excel; React
JOB00189,Full Stack Developer,NextGen Systems,Delhi NCR,1-3 years,1179982,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Power BI; Statistics; DSA
JOB00190,Data Analyst,InnoByte,Mumbai,3-5 years,1420561,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; CSS
JOB00191,Data Analyst,CloudPeak,Hyderabad,0-1 years,565596,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Deep Learning; HTML
JOB00192,Cloud Engineer,VisionWorks,Pune,3-5 years,721502,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Data Visualization
JOB00193,Data Scientist,InnoByte,Pune,1-3 years,1272249,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; JavaScript; Data Visualization
JOB00194,Data Analyst,InnoByte,Hyderabad,1-3 years,1088076,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Terraform; Azure
JOB00195,Software Developer,NextGen Systems,Bengaluru,3-5 years,1123298,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA
JOB00196,Cloud Engineer,DataBridge,Hyderabad,3-5 years,2048307,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React; DSA; Statistics
JOB00197,Cloud Engineer,InnoByte,Remote,1-3 years,1294815,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA
JOB00198,Software Developer,VisionWorks,Pune,3-5 years,869556,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure
JOB00199,Cloud Engineer,NextGen Systems,Pune,1-3 years,1131927,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Power BI
JOB00200,AI/ML Engineer,Aster Labs,Bengaluru,1-3 years,2005128,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git
JOB00201,Cloud Engineer,InnoByte,Mumbai,3-5 years,1049110,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; NumPy; Node.js; Excel
JOB00202,Data Analyst,InnoByte,Hyderabad,3-5 years,1597891,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js; Deep Learning
JOB00203,AI/ML Engineer,CodeCraft,Mumbai,1-3 years,545985,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Data Visualization; Statistics
JOB00204,Data Analyst,VisionWorks,Chennai,0-1 years,1066664,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Docker; Git
JOB00205,Full Stack Developer,InnoByte,Mumbai,3-5 years,970320,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API
JOB00206,Cloud Engineer,Aster Labs,Remote,3-5 years,1738166,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform
JOB00207,Cloud Engineer,CloudPeak,Delhi NCR,1-3 years,2093456,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel; HTML; Scikit-learn
JOB00208,Data Scientist,NextGen Systems,Remote,3-5 years,1630511,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Excel; PyTorch
JOB00209,Full Stack Developer,VisionWorks,Remote,0-1 years,2045807,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking
JOB00210,AI/ML Engineer,CodeCraft,Chennai,0-1 years,1404671,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; Linux; Power BI
JOB00211,Full Stack Developer,Aster Labs,Mumbai,0-1 years,2183156,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Azure; Scikit-learn
JOB00212,Cloud Engineer,InnoByte,Remote,0-1 years,947820,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform
JOB00213,Data Scientist,DataBridge,Remote,1-3 years,542337,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Node.js
JOB00214,Software Developer,CodeCraft,Bengaluru,1-3 years,844462,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure; Power BI; Pandas
JOB00215,Software Developer,CloudPeak,Chennai,0-1 years,2009645,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Deep Learning; NumPy
JOB00216,Data Scientist,TechNova,Bengaluru,0-1 years,1290785,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; REST API
JOB00217,Full Stack Developer,CodeCraft,Bengaluru,1-3 years,1875121,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Terraform
JOB00218,Data Analyst,DataBridge,Pune,3-5 years,450137,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization
JOB00219,Data Scientist,VisionWorks,Mumbai,3-5 years,582485,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI
JOB00220,AI/ML Engineer,CodeCraft,Bengaluru,3-5 years,960841,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Data Visualization
JOB00221,Full Stack Developer,TechNova,Pune,1-3 years,491933,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker; DSA; Pandas
JOB00222,AI/ML Engineer,InnoByte,Hyderabad,0-1 years,1098880,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Node.js; JavaScript; AWS
JOB00223,AI/ML Engineer,Aster Labs,Chennai,0-1 years,1967955,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git
JOB00224,Cloud Engineer,VisionWorks,Delhi NCR,0-1 years,1808336,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; HTML; React
JOB00225,Software Developer,DataBridge,Bengaluru,1-3 years,441868,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure; Node.js; Linux
JOB00226,Cloud Engineer,DataBridge,Hyderabad,1-3 years,426799,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Statistics; SQL; Node.js
JOB00227,AI/ML Engineer,Aster Labs,Pune,1-3 years,2026342,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; JavaScript; DSA
JOB00228,Data Scientist,VisionWorks,Hyderabad,3-5 years,1801372,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; JavaScript; Deep Learning; REST API
JOB00229,Software Developer,NextGen Systems,Hyderabad,0-1 years,1493942,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Data Visualization; PyTorch; Excel
JOB00230,Data Analyst,CodeCraft,Chennai,3-5 years,1613789,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Linux; PyTorch
JOB00231,Data Analyst,TechNova,Bengaluru,3-5 years,925784,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Azure; Networking; NumPy
JOB00232,Data Scientist,CloudPeak,Remote,3-5 years,415306,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React; Deep Learning
JOB00233,Data Scientist,InnoByte,Chennai,3-5 years,614723,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI
JOB00234,Data Analyst,VisionWorks,Hyderabad,1-3 years,1774096,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Terraform; Azure; Deep Learning
JOB00235,Software Developer,CodeCraft,Hyderabad,3-5 years,1119549,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Statistics
JOB00236,Full Stack Developer,CloudPeak,Pune,3-5 years,404344,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API
JOB00237,Cloud Engineer,NextGen Systems,Delhi NCR,1-3 years,898985,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform
JOB00238,Cloud Engineer,CloudPeak,Remote,0-1 years,607189,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; SQL; JavaScript
JOB00239,Full Stack Developer,InnoByte,Mumbai,3-5 years,1838014,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; DSA; NumPy; Pandas
JOB00240,Data Analyst,Aster Labs,Mumbai,0-1 years,2014501,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Docker
JOB00241,Full Stack Developer,VisionWorks,Bengaluru,1-3 years,2007532,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Linux
JOB00242,Cloud Engineer,InnoByte,Bengaluru,1-3 years,1633348,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React; Excel
JOB00243,AI/ML Engineer,InnoByte,Chennai,1-3 years,2076667,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Statistics; REST API; Terraform
JOB00244,Software Developer,CloudPeak,Remote,0-1 years,619137,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; React; Statistics; Pandas
JOB00245,Cloud Engineer,InnoByte,Mumbai,0-1 years,2093552,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform
JOB00246,Full Stack Developer,DataBridge,Hyderabad,3-5 years,1837577,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; NumPy
JOB00247,Software Developer,NextGen Systems,Mumbai,3-5 years,612501,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux; Networking
JOB00248,Cloud Engineer,Aster Labs,Remote,3-5 years,709033,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel
JOB00249,Software Developer,NextGen Systems,Delhi NCR,0-1 years,445340,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA
JOB00250,Data Scientist,NextGen Systems,Delhi NCR,1-3 years,1394461,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI
JOB00251,Full Stack Developer,TechNova,Chennai,1-3 years,1794127,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking; Python; DSA
JOB00252,Data Scientist,Aster Labs,Delhi NCR,1-3 years,1005533,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Docker; JavaScript; Data Visualization
JOB00253,Full Stack Developer,DataBridge,Pune,0-1 years,1019234,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Statistics; Data Visualization
JOB00254,Data Scientist,TechNova,Hyderabad,1-3 years,553028,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization
JOB00255,Data Scientist,Aster Labs,Mumbai,3-5 years,2055986,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Deep Learning
JOB00256,Full Stack Developer,VisionWorks,Pune,1-3 years,1429456,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn
JOB00257,Software Developer,VisionWorks,Chennai,0-1 years,1174688,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA
JOB00258,Data Analyst,NextGen Systems,Pune,3-5 years,455990,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization
JOB00259,AI/ML Engineer,CloudPeak,Hyderabad,3-5 years,1253721,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Linux; AWS; DSA
JOB00260,Data Scientist,DataBridge,Hyderabad,3-5 years,457285,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Azure; Networking
JOB00261,Software Developer,InnoByte,Chennai,0-1 years,2080803,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Statistics; React; Networking
JOB00262,Data Analyst,CloudPeak,Chennai,3-5 years,1933276,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Scikit-learn; Networking
JOB00263,Data Scientist,TechNova,Chennai,3-5 years,445008,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI
JOB00264,Data Scientist,Aster Labs,Chennai,1-3 years,1037794,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization; React; Terraform
JOB00265,AI/ML Engineer,VisionWorks,Delhi NCR,3-5 years,2087048,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; Statistics
JOB00266,Data Scientist,Aster Labs,Delhi NCR,0-1 years,1122502,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI
JOB00267,Cloud Engineer,DataBridge,Delhi NCR,0-1 years,906857,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; CSS; SQL
JOB00268,Data Scientist,CodeCraft,Chennai,3-5 years,1669161,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React
JOB00269,Software Developer,TechNova,Pune,1-3 years,750103,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA
JOB00270,Full Stack Developer,TechNova,Delhi NCR,0-1 years,2180431,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Excel; PyTorch; Scikit-learn
JOB00271,Full Stack Developer,Aster Labs,Chennai,1-3 years,1140258,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn; Statistics
JOB00272,Data Analyst,DataBridge,Hyderabad,3-5 years,753207,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; JavaScript; REST API
JOB00273,Full Stack Developer,VisionWorks,Hyderabad,1-3 years,1797538,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking; Excel
JOB00274,Cloud Engineer,CodeCraft,Pune,1-3 years,1552668,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; NumPy; Deep Learning
JOB00275,Data Analyst,InnoByte,Hyderabad,1-3 years,953204,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization
JOB00276,Data Analyst,NextGen Systems,Chennai,0-1 years,1528637,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Git; Terraform; JavaScript
JOB00277,AI/ML Engineer,DataBridge,Delhi NCR,0-1 years,456462,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; HTML
JOB00278,Software Developer,CloudPeak,Bengaluru,3-5 years,1778563,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; NumPy; Scikit-learn; Deep Learning
JOB00279,Data Scientist,NextGen Systems,Delhi NCR,0-1 years,1023537,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; REST API; Docker; HTML
JOB00280,AI/ML Engineer,TechNova,Chennai,1-3 years,1899137,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Terraform
JOB00281,Software Developer,TechNova,Bengaluru,1-3 years,2188663,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Scikit-learn; Excel; Node.js
JOB00282,Cloud Engineer,NextGen Systems,Pune,3-5 years,1052634,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform
JOB00283,Cloud Engineer,DataBridge,Remote,0-1 years,922180,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel; Scikit-learn; React
JOB00284,Full Stack Developer,Aster Labs,Remote,1-3 years,1894799,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Machine Learning; Docker; AWS
JOB00285,AI/ML Engineer,CodeCraft,Remote,1-3 years,1631264,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Docker
JOB00286,Data Analyst,InnoByte,Chennai,0-1 years,1190608,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization
JOB00287,Data Analyst,CodeCraft,Chennai,1-3 years,896906,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; AWS
JOB00288,Data Analyst,Aster Labs,Delhi NCR,0-1 years,898516,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Terraform; AWS
JOB00289,AI/ML Engineer,NextGen Systems,Chennai,1-3 years,1326004,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git
JOB00290,Cloud Engineer,DataBridge,Chennai,0-1 years,1120795,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Deep Learning; NumPy
JOB00291,Full Stack Developer,DataBridge,Remote,0-1 years,1938279,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Pandas; PyTorch; Scikit-learn
JOB00292,Cloud Engineer,VisionWorks,Mumbai,3-5 years,1452067,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform
JOB00293,Software Developer,DataBridge,Mumbai,3-5 years,479516,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA
JOB00294,Full Stack Developer,DataBridge,Delhi NCR,3-5 years,593772,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Statistics; Python
JOB00295,Software Developer,CodeCraft,Pune,3-5 years,1426358,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure; React; Docker
