job_id,job_title,company,location,experience,salary_inr,employment_type,skills,salary_lpa
JOB00161,Full Stack Developer,TechNova,Chennai,3-5 years,906516,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; AWS; Docker,9.06516
JOB00162,Cloud Engineer,InnoByte,Pune,1-3 years,1913773,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,19.13773
JOB00163,Cloud Engineer,DataBridge,Mumbai,0-1 years,1297924,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,12.97924
JOB00164,AI/ML Engineer,VisionWorks,Remote,1-3 years,477560,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; AWS,4.7756
JOB00165,AI/ML Engineer,VisionWorks,Bengaluru,0-1 years,1378168,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,13.78168
JOB00166,Cloud Engineer,NextGen Systems,Mumbai,3-5 years,614642,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Data Visualization,6.14642
JOB00167,Cloud Engineer,VisionWorks,Mumbai,3-5 years,968445,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; PyTorch; Scikit-learn,9.68445
JOB00168,Software Developer,DataBridge,Pune,1-3 years,2138435,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,21.38435
JOB00169,Data Scientist,InnoByte,Hyderabad,1-3 years,1222393,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; PyTorch; Networking,12.22393
JOB00170,AI/ML Engineer,VisionWorks,Bengaluru,0-1 years,1790368,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Node.js; Data Visualization,17.90368
JOB00171,Software Developer,TechNova,Mumbai,3-5 years,1516794,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Deep Learning; Pandas; Docker,15.16794
JOB00172,Data Analyst,Aster Labs,Remote,3-5 years,1211528,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,12.11528
JOB00173,AI/ML Engineer,NextGen Systems,Hyderabad,0-1 years,953202,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,9.53202
JOB00174,Cloud Engineer,VisionWorks,Chennai,0-1 years,1727275,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel,17.27275
JOB00175,Cloud Engineer,DataBridge,Remote,1-3 years,1553974,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Deep Learning; Node.js,15.53974
JOB00176,Cloud Engineer,NextGen Systems,Bengaluru,0-1 years,1627154,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,16.27154
JOB00177,AI/ML Engineer,CloudPeak,Remote,0-1 years,362804,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; Node.js,3.62804
JOB00178,AI/ML Engineer,DataBridge,Pune,1-3 years,542429,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; CSS; Data Visualization; AWS,5.42429
JOB00179,Data Analyst,Aster Labs,Remote,3-5 years,1003550,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Networking,10.0355
JOB00180,Software Developer,CloudPeak,Remote,3-5 years,676274,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,6.76274
JOB00181,AI/ML Engineer,VisionWorks,Delhi NCR,1-3 years,920641,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,9.20641
JOB00182,Cloud Engineer,InnoByte,Hyderabad,1-3 years,1933230,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; REST API; Node.js; JavaScript,19.3323
JOB00183,Data Analyst,CodeCraft,Mumbai,0-1 years,812460,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; React; Linux; Azure,8.1246
JOB00184,Full Stack Developer,NextGen Systems,Hyderabad,1-3 years,1952561,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Excel; Deep Learning,19.52561
JOB00185,Software Developer,DataBridge,Mumbai,3-5 years,1147352,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; Excel; Docker,11.47352
JOB00186,Data Analyst,TechNova,Pune,0-1 years,1182718,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,11.82718
JOB00187,Software Developer,CodeCraft,Hyderabad,0-1 years,1837927,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; Power BI,18.37927
JOB00188,Software Developer,Aster Labs,Bengaluru,1-3 years,2094884,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Excel; React,20.94884
JOB00189,Full Stack Developer,NextGen Systems,Delhi NCR,1-3 years,1179982,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Power BI; Statistics; DSA,11.79982
JOB00190,Data Analyst,InnoByte,Mumbai,3-5 years,1420561,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; CSS,14.20561
JOB00191,Data Analyst,CloudPeak,Hyderabad,0-1 years,565596,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Deep Learning; HTML,5.65596
JOB00192,Cloud Engineer,VisionWorks,Pune,3-5 years,721502,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Data Visualization,7.21502
JOB00193,Data Scientist,InnoByte,Pune,1-3 years,1272249,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; JavaScript; Data Visualization,12.72249
JOB00194,Data Analyst,InnoByte,Hyderabad,1-3 years,1088076,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Terraform; Azure,10.88076
JOB00195,Software Developer,NextGen Systems,Bengaluru,3-5 years,1123298,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,11.23298
JOB00196,Cloud Engineer,DataBridge,Hyderabad,3-5 years,2048307,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React; DSA; Statistics,20.48307
JOB00197,Cloud Engineer,InnoByte,Remote,1-3 years,1294815,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA,12.94815
JOB00198,Software Developer,VisionWorks,Pune,3-5 years,869556,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure,8.69556
JOB00199,Cloud Engineer,NextGen Systems,Pune,1-3 years,1131927,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Power BI,11.31927
JOB00200,AI/ML Engineer,Aster Labs,Bengaluru,1-3 years,2005128,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,20.05128
JOB00201,Cloud Engineer,InnoByte,Mumbai,3-5 years,1049110,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; NumPy; Node.js; Excel,10.4911
JOB00202,Data Analyst,InnoByte,Hyderabad,3-5 years,1597891,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js; Deep Learning,15.97891
JOB00203,AI/ML Engineer,CodeCraft,Mumbai,1-3 years,545985,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Data Visualization; Statistics,5.45985
JOB00204,Data Analyst,VisionWorks,Chennai,0-1 years,1066664,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Docker; Git,10.66664
JOB00205,Full Stack Developer,InnoByte,Mumbai,3-5 years,970320,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,9.7032
JOB00206,Cloud Engineer,Aster Labs,Remote,3-5 years,1738166,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,17.38166
JOB00207,Cloud Engineer,CloudPeak,Delhi NCR,1-3 years,2093456,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel; HTML; Scikit-learn,20.93456
JOB00208,Data Scientist,NextGen Systems,Remote,3-5 years,1630511,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Excel; PyTorch,16.30511
JOB00209,Full Stack Developer,VisionWorks,Remote,0-1 years,2045807,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking,20.45807
JOB00210,AI/ML Engineer,CodeCraft,Chennai,0-1 years,1404671,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; Linux; Power BI,14.04671
JOB00211,Full Stack Developer,Aster Labs,Mumbai,0-1 years,2183156,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Azure; Scikit-learn,21.83156
JOB00212,Cloud Engineer,InnoByte,Remote,0-1 years,947820,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,9.4782
JOB00213,Data Scientist,DataBridge,Remote,1-3 years,542337,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Node.js,5.42337
JOB00214,Software Developer,CodeCraft,Bengaluru,1-3 years,844462,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure; Power BI; Pandas,8.44462
JOB00215,Software Developer,CloudPeak,Chennai,0-1 years,2009645,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Deep Learning; NumPy,20.09645
JOB00216,Data Scientist,TechNova,Bengaluru,0-1 years,1290785,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; REST API,12.90785
JOB00217,Full Stack Developer,CodeCraft,Bengaluru,1-3 years,1875121,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Terraform,18.75121
JOB00218,Data Analyst,DataBridge,Pune,3-5 years,450137,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,4.50137
JOB00219,Data Scientist,VisionWorks,Mumbai,3-5 years,582485,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,5.82485
JOB00220,AI/ML Engineer,CodeCraft,Bengaluru,3-5 years,960841,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Data Visualization,9.60841
JOB00221,Full Stack Developer,TechNova,Pune,1-3 years,491933,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker; DSA; Pandas,4.91933
JOB00222,AI/ML Engineer,InnoByte,Hyderabad,0-1 years,1098880,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Node.js; JavaScript; AWS,10.9888
JOB00223,AI/ML Engineer,Aster Labs,Chennai,0-1 years,1967955,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,19.67955
JOB00224,Cloud Engineer,VisionWorks,Delhi NCR,0-1 years,1808336,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; HTML; React,18.08336
JOB00225,Software Developer,DataBridge,Bengaluru,1-3 years,441868,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure; Node.js; Linux,4.41868
JOB00226,Cloud Engineer,DataBridge,Hyderabad,1-3 years,426799,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Statistics; SQL; Node.js,4.26799
JOB00227,AI/ML Engineer,Aster Labs,Pune,1-3 years,2026342,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; JavaScript; DSA,20.26342
JOB00228,Data Scientist,VisionWorks,Hyderabad,3-5 years,1801372,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; JavaScript; Deep Learning; REST API,18.01372
JOB00229,Software Developer,NextGen Systems,Hyderabad,0-1 years,1493942,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Data Visualization; PyTorch; Excel,14.93942
JOB00230,Data Analyst,CodeCraft,Chennai,3-5 years,1613789,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Linux; PyTorch,16.13789
JOB00231,Data Analyst,TechNova,Bengaluru,3-5 years,925784,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Azure; Networking; NumPy,9.25784
JOB00232,Data Scientist,CloudPeak,Remote,3-5 years,415306,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React; Deep Learning,4.15306
JOB00233,Data Scientist,InnoByte,Chennai,3-5 years,614723,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,6.14723
JOB00234,Data Analyst,VisionWorks,Hyderabad,1-3 years,1774096,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Terraform; Azure; Deep Learning,17.74096
JOB00235,Software Developer,CodeCraft,Hyderabad,3-5 years,1119549,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Statistics,11.19549
JOB00236,Full Stack Developer,CloudPeak,Pune,3-5 years,404344,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,4.04344
JOB00237,Cloud Engineer,NextGen Systems,Delhi NCR,1-3 years,898985,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,8.98985
JOB00238,Cloud Engineer,CloudPeak,Remote,0-1 years,607189,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; SQL; JavaScript,6.07189
JOB00239,Full Stack Developer,InnoByte,Mumbai,3-5 years,1838014,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; DSA; NumPy; Pandas,18.38014
JOB00240,Data Analyst,Aster Labs,Mumbai,0-1 years,2014501,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Docker,20.14501
JOB00241,Full Stack Developer,VisionWorks,Bengaluru,1-3 years,2007532,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Linux,20.07532
JOB00242,Cloud Engineer,InnoByte,Bengaluru,1-3 years,1633348,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React; Excel,16.33348
JOB00243,AI/ML Engineer,InnoByte,Chennai,1-3 years,2076667,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Statistics; REST API; Terraform,20.76667
JOB00244,Software Developer,CloudPeak,Remote,0-1 years,619137,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; React; Statistics; Pandas,6.19137
JOB00245,Cloud Engineer,InnoByte,Mumbai,0-1 years,2093552,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,20.93552
JOB00246,Full Stack Developer,DataBridge,Hyderabad,3-5 years,1837577,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; NumPy,18.37577
JOB00247,Software Developer,NextGen Systems,Mumbai,3-5 years,612501,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux; Networking,6.12501
JOB00248,Cloud Engineer,Aster Labs,Remote,3-5 years,709033,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Excel,7.09033
JOB00249,Software Developer,NextGen Systems,Delhi NCR,0-1 years,445340,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,4.4534
JOB00250,Data Scientist,NextGen Systems,Delhi NCR,1-3 years,1394461,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,13.94461
JOB00251,Full Stack Developer,TechNova,Chennai,1-3 years,1794127,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking; Python; DSA,17.94127
JOB00252,Data Scientist,Aster Labs,Delhi NCR,1-3 years,1005533,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Docker; JavaScript; Data Visualization,10.05533
JOB00253,Full Stack Developer,DataBridge,Pune,0-1 years,1019234,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Statistics; Data Visualization,10.19234
JOB00254,Data Scientist,TechNova,Hyderabad,1-3 years,553028,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization,5.53028
JOB00255,Data Scientist,Aster Labs,Mumbai,3-5 years,2055986,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Deep Learning,20.55986
JOB00256,Full Stack Developer,VisionWorks,Pune,1-3 years,1429456,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn,14.29456
JOB00257,Software Developer,VisionWorks,Chennai,0-1 years,1174688,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,11.74688
JOB00258,Data Analyst,NextGen Systems,Pune,3-5 years,455990,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,4.5599
JOB00259,AI/ML Engineer,CloudPeak,Hyderabad,3-5 years,1253721,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Linux; AWS; DSA,12.53721
JOB00260,Data Scientist,DataBridge,Hyderabad,3-5 years,457285,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Azure; Networking,4.57285
JOB00261,Software Developer,InnoByte,Chennai,0-1 years,2080803,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Statistics; React; Networking,20.80803
JOB00262,Data Analyst,CloudPeak,Chennai,3-5 years,1933276,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Scikit-learn; Networking,19.33276
JOB00263,Data Scientist,TechNova,Chennai,3-5 years,445008,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,4.45008
JOB00264,Data Scientist,Aster Labs,Chennai,1-3 years,1037794,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization; React; Terraform,10.37794
JOB00265,AI/ML Engineer,VisionWorks,Delhi NCR,3-5 years,2087048,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; Statistics,20.87048
JOB00266,Data Scientist,Aster Labs,Delhi NCR,0-1 years,1122502,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,11.22502
JOB00267,Cloud Engineer,DataBridge,Delhi NCR,0-1 years,906857,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; CSS; SQL,9.06857
JOB00268,Data Scientist,CodeCraft,Chennai,3-5 years,1669161,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React,16.69161
JOB00269,Software Developer,TechNova,Pune,1-3 years,750103,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,7.50103
JOB00270,Full Stack Developer,TechNova,Delhi NCR,0-1 years,2180431,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Excel; PyTorch; Scikit-learn,21.80431
JOB00271,Full Stack Developer,Aster Labs,Chennai,1-3 years,1140258,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn; Statistics,11.40258
JOB00272,Data Analyst,DataBridge,Hyderabad,3-5 years,753207,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; JavaScript; REST API,7.53207
JOB00273,Full Stack Developer,VisionWorks,Hyderabad,1-3 years,1797538,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking; Excel,17.97538
JOB00274,Cloud Engineer,CodeCraft,Pune,1-3 years,1552668,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; NumPy; Deep Learning,15.52668
JOB00275,Data Analyst,InnoByte,Hyderabad,1-3 years,953204,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,9.53204
JOB00276,Data Analyst,NextGen Systems,Chennai,0-1 years,1528637,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Git; Terraform; JavaScript,15.28637
JOB00277,AI/ML Engineer,DataBridge,Delhi NCR,0-1 years,456462,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; HTML,4.56462
JOB00278,Software Developer,CloudPeak,Bengaluru,3-5 years,1778563,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; NumPy; Scikit-learn; Deep Learning,17.78563
JOB00279,Data Scientist,NextGen Systems,Delhi NCR,0-1 years,1023537,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; REST API; Docker; HTML,10.23537
